# GALON_TRUE   GALAT_TRUE    PAR_TRUE     PML_TRUE     PMB_TRUE     VRAD_TRUE     SIG_ALPHA    SIG_DELTA    SIGPAR_EQ    SIG_PMALPHA   SIG_PMDELTA   ALPHA          DELTA           LAMBDA         BETA            Lz_TRUE     E_HMV_TRUE   E_HdZ_TRUE
  2.557013     5.537883E-4   176.19737    10138.801    12322.283    -292.0761     11.064848    10.431309    15.72063     7.8971486     7.39621       0.98843074     0.9543966       1.1780634      0.59026694      1941.3711   -51930.094   -51427.4    
  1.6317449    -1.0393484    12.393134    168.90231    -492.07306   -174.65422    226.06276    163.64978    256.7778     159.96397     117.454346    6.255887       -3.0222363E-4   6.2580185      0.010580201     2384.9875   -44752.105   -59703.785  
  1.6169757    -1.023531     16.16062     182.9835     -589.94      -248.75009    162.13159    117.36917    184.16034    114.72572     84.23793      6.242078       0.010515535     6.2496476      0.025996719     1906.1516   -48028.938   -62042.914  
  1.9079632    -0.94241244   29.191036    756.60126    -701.21466   -355.17102    82.80583     60.296383    94.376945    58.578796     43.210903     0.08425155     0.14004664      0.13296753     0.09506783      1897.844    -49883.18    -56966.094  
  1.7926545    -1.010295     21.019398    438.17334    -666.0246    -297.07428    119.36901    86.41278     135.58763    84.46655      62.019985     0.03933606     0.05778759      0.059069976    0.03738144      1954.1849   -49143.625   -60855.71   
  1.6928722    -1.0537834    18.15861     283.97614    -669.14294   -260.5019     141.28651    102.279144   160.48305    99.97556      73.407555     0.006523815    -7.8931026E-4   0.005671531    -0.0033191894   1862.9652   -49304.79    -64372.227  
  1.705866     -0.99762803   18.622292    298.9125     -634.6446    -279.5616     136.62465    99.48541     155.7163     96.6515       71.295395     6.274344       0.05364275      0.013246617    0.052728787     1990.3721   -49066.9     -60936.273  
  1.6647675    -1.0398816    15.175186    220.80794    -580.2745    -234.41833    175.22858    126.85026    199.03682    123.99327     91.04268      6.271258       0.0063170325    6.274755       0.010540092     2124.9082   -46745.6     -61452.164  
  1.8419104    -1.0156302    21.033495    503.8339     -673.2938    -293.4428     119.390495   86.42834     135.61203    84.48176      62.03115      0.06588682     0.060172804     0.08435336     0.029036326     2080.3594   -49123.633   -60777.344  
  1.7498281    -1.020647     19.826035    385.50552    -687.03503   -278.47888    127.74934    92.47941     145.10658    90.396545     66.374115     0.021340568    0.040646117     0.035748016    0.028804664     2056.121    -50248.33    -62913.516  
  1.6245264    -1.0254736    13.994429    191.92322    -546.0583    -215.34416    193.9489     140.40215    220.30066    137.23993     100.769104    6.246455       0.010526164     6.2536697      0.024266003     2421.732    -46132.61    -60275.48   
  1.6461852    -1.0427059    15.598851    220.04301    -580.5878    -237.70691    169.62915    122.79676    192.67659    120.03107     88.13341      6.2639184      -1.7939709E-4   6.2654366      0.0074988785    2104.63     -47184.902   -62154.402  
  1.6406271    -1.0277749    13.924474    189.29391    -529.4328    -220.70554    195.24318    141.33908    221.77078    138.15576     101.44157     6.254959       0.012097137     6.262099       0.02232583      2265.5083   -45473.305   -59658.66   
  1.4383864    -1.0622984    12.046647    35.484646    -505.99942   -162.16559    235.4123     170.41803    267.39767    166.57979     122.31204     6.184991       -0.068949       6.165743       -0.024307586    1983.1566   -44620.19    -62173.844  
  2.488055     -0.61044043   99.00101     5314.3174    2231.0623    -401.9123     23.036278    17.452513    27.061785    16.30979      12.518023     0.5334148      0.43953195      0.6492363      0.20888321      1893.1975   -51758.63    -49774.77   
  1.7169117    -1.0449126    20.392782    338.7234     -721.5651    -289.2257     123.86158    89.66501     140.6906     87.64553      64.354164     0.014234784    0.011962957     0.017818455    0.0053138863    1818.055    -49040.863   -63159.723  
  1.5766737    -1.0634966    12.631002    129.5128     -516.30396   -176.84006    221.41013    160.28168    251.49303    156.67174     115.037       6.242672       -0.034290396    6.232382       -0.015353891    2122.0676   -45153.49    -61955.56   
  1.5651641    -1.029381     13.989741    141.39493    -548.71576   -218.78127    194.34535    140.68913    220.75098    137.52046     100.97509     6.221117       -0.007222742    6.2233586      0.018047111     2251.057    -45990.875   -60726.17   
  1.7075851    -1.0574508    14.389669    257.4162     -550.3617    -217.83893    187.63745    135.8332     213.13168    132.7739      97.4899       0.014624768    -0.001397361    0.012862312    -0.0070992983   2329.3745   -45741.164   -61286.766  
  1.6403283    -1.0350219    15.146569    201.29225    -570.543     -235.69281    176.11232    127.490005   200.04062    124.61861     91.50183      6.2579417      0.005490569     6.262208       0.015078054     2097.6267   -46736.414   -61312.496  
  1.7115227    -1.0209126    20.209476    339.96548    -705.9356    -291.81378    125.22983    90.6555      142.24475    88.613716     65.06506      0.002736342    0.03321087      0.015724689    0.029381152     1960.7969   -49095.426   -61998.035  
  1.8816469    -1.0019019    22.768515    576.09515    -663.39166   -308.0453     109.48875    79.26033     124.36494    77.47519      56.886543     0.08300311     0.07875323      0.10741383     0.039313514     1972.2511   -49263.176   -59776.38   
  1.6713673    -1.0332657    14.809504    226.71567    -550.1704    -230.38605    181.16838    131.15015    205.78365    128.19632     94.12879      6.2716184      0.013728643     6.278034       0.017196706     2214.2139   -46339.367   -60633.906  
  1.6353271    -1.0443813    12.287547    172.31775    -491.99234   -167.3884     229.78069    166.34123    261.0009     162.5948      119.38605     6.2597084      -0.0040432173   6.260037       0.005628124     2410.0876   -44723.418   -59967.57   
  1.7493128    -0.99181795   18.581947    338.7206     -613.34283   -278.95276    137.44792    100.08489    156.65462    97.2339       71.725006     0.011154766    0.067623004     0.03715925     0.057600588     2026.918    -48937.32    -60235.59   
  1.6564504    -1.0453191    15.592557    220.99036    -582.4981    -236.95673    170.13194    123.160736   193.2477     120.38684     88.39464      6.2697         -3.694121E-4    6.270666       0.005025005     2038.855    -47259.723   -62317.21   
  1.7355782    -1.0758631    19.423058    344.5352     -721.00275   -266.50146    131.19626    94.974686    149.02184    92.83562      68.165016     0.033949204    -0.013578921    0.025749233    -0.025961328    1780.8496   -49893.89    -65739.08   
  1.6330281    -1.0051868    12.185769    168.69795    -465.88403   -174.41841    232.47154    168.28918    264.05734    164.49889     120.78413     6.2415576      0.030717066     6.2572093      0.044738747     2540.287    -44674.79    -57568.68   
  1.6329727    -0.98853505   12.645866    170.81177    -465.77393   -191.33469    220.55891    160.60349    251.37936    156.02858     115.09515     6.234252       0.045683254     6.2564664      0.06137399      2483.5923   -45322.06    -57275.508  
  1.6006398    -1.0390769    14.40718     166.12999    -547.6046    -225.50452    187.6761     135.86118    213.17557    132.80124     97.50997      6.24168        -0.0071458872   6.2422614      0.009948549     2127.4387   -46042.582   -61138.645  
  1.450499     -1.0476068    11.822011    43.320778    -491.0273    -158.2327     242.08638    175.24948    274.97855    171.30243     125.77966     6.181421       -0.05349459     6.168589       -0.008705141    2068.7      -44326.004   -60814.117  
  1.6869758    -1.065549     15.061165    241.60223    -570.9308    -224.86246    177.69312    128.63437    201.83621    125.7372      92.323166     0.008477902    -0.012744605    0.0027085333   -0.015065201    2075.6777   -46678.04    -62798.836  
  1.5994403    -1.0537477    13.752409    165.30139    -546.99585   -211.8291     199.07036    144.10962    226.11795    140.8639      103.43003     6.247924       -0.020435685    6.2427073      -0.0047276937   2247.75     -45314.566   -61338.125  
  1.9200736    -0.88800484   33.347267    915.4183     -674.5315    -378.20563    71.524284    52.598347    82.248985    50.626892     37.694168     0.08014558     0.19480269      0.15126178     0.14688368      2046.2634   -50488.082   -55218.676  
  2.176325     -0.6279937    53.131275    2090.0432    402.82166    -415.7667     42.404896    33.008633    50.924824    30.087515     23.758427     0.25234148     0.46894345      0.418422       0.3321307       2168.8545   -51356.953   -48963.336  
  1.6820347    -1.0087874    15.959824    251.61671    -566.5212    -246.50539    165.64671    119.91382    188.15306    117.21306     86.06427      6.2668715      0.038380675     3.0764157E-4   0.041701168     2192.9644   -47743.785   -60523.426  
  1.7081409    -1.077391     24.188824    387.3867     -879.2235    -313.32495    102.59412    74.26922     116.53353    72.59649      53.304333     0.022396198    -0.019763064    0.012686573    -0.027040582    1642.3989   -49524.805   -64833.664  
  1.6491803    -1.0426915    15.580792    220.79118    -588.75305   -238.06158    170.59473    123.49574    193.77335    120.71431     88.635086     6.2652783      4.7512256E-4    6.266945       0.0075585125    2117.7517   -47137.64    -62087.586  
  1.7239887    -1.0543762    18.054817    316.40826    -667.18945   -257.7548     143.06181    103.56431    162.49956    101.23178     74.32994      0.020986328    0.004453303     0.02102613     -0.004261387    1940.4529   -49264.242   -64156.42   
  1.654549     -1.0609102    13.720373    196.57143    -546.07983   -210.7776     199.84486    144.6703     226.9977     141.41196     103.832436    6.2753773      -0.014920699    6.270087       -0.010583756    2205.8213   -45092.766   -61222.04   
  1.6963358    -1.0176795    17.881498    284.4354     -644.43353   -266.68167    144.72282    104.76674    164.38625    102.40713     75.19294      6.277328       0.033172026     0.007825858    0.032763667     2023.6821   -48973.273   -62027.367  
  1.5187615    -1.0181468    12.77573     89.09328     -501.37354   -207.30711    219.03745    158.56406    248.79796    154.9928      113.80424     6.1946135      -0.009721552    6.198033       0.026268044     2211.7302   -44281.605   -58580.516  
  1.8228494    -1.0424839    19.180548    430.63965    -648.2895    -267.726      133.40356    96.57258     151.52904    94.397514     69.31185      0.06380494     0.031653762     0.07112034     0.0036866937    1960.736    -49543.312   -62956.797  
  1.6654946    -1.0441014    15.398967    224.2024     -576.016     -234.61026    173.21434    125.39211    196.74889    122.56797     89.99614      6.2733283      0.0026216367    6.275184       0.006326224     2054.5234   -47108.07    -62046.742  
  1.5909541    -1.0923741    13.202517    154.2161     -555.43994   -184.20493    210.0567     152.06279    238.59702    148.63795     109.13815     6.262344       -0.05650211     6.241581       -0.043549422    2140.9768   -45448.938   -64066.81   
  1.6562197    -1.0271096    15.999712    235.533      -588.97565   -243.73349    165.3865     119.72545    187.8575     117.02893     85.92908      6.2619767      0.016121533     6.270139       0.02322723      2162.5552   -47758.86    -61730.18   
  1.6237711    -1.0919932    13.528916    179.42651    -555.02435   -190.34457    203.65532    147.42874    231.32588    144.10828     105.81222     6.2756324      -0.04925901     6.2566514      -0.042187817    2112.0723   -45778.87    -64133.73   
  1.4875358    -1.089694     13.781617    79.10953     -590.9902    -200.02214    198.95338    144.02495    225.98509    140.78114     103.369255    6.219791       -0.07845017     6.1938496      -0.046797466    1949.3132   -46033.4     -65173.625  
  1.6534967    -1.0280133    18.369316    241.51996    -662.9617    -269.35034    140.38017    101.62303    159.45357    99.33423      72.93665      6.261078       0.014710756     6.2687535      0.022290343     1834.8206   -49537.402   -63412.254  
  1.681775     -1.0572711    14.3948965   227.20596    -556.3102    -220.35788    188.39467    136.38136    213.99178    133.30971     97.883316     0.002870236    -0.006148226    1.8773256E-4   -0.006782595    2184.8738   -45796.93    -61491.844  
  1.750069     -1.0337106    18.96076     350.5748     -658.4536    -270.19666    135.32559    97.96397     153.71222    95.75757      70.31047      0.025943656    0.028418731     0.035104923    0.01575635      1908.6351   -49668.72    -63124.883  
  1.5827155    -1.0410012    13.53807     145.9835     -539.4972    -211.87175    203.6114     147.39696    231.276      144.0772      105.789406    6.2345634      -0.013093771    6.233367       0.0073184534    2240.9756   -45184.703   -60521.83   
  1.6620457    -1.0266666    15.434718    227.13257    -563.3941    -239.89772    172.90858    125.170784   196.40161    122.35162     89.83729      6.264534       0.01777885      6.2731457      0.02373052      2155.7227   -46945.734   -60883.83   
  1.5643747    -1.0402821    13.355297    132.20706    -535.17694   -201.11731    207.19452    149.99081    235.34595    146.61264     107.65107     6.2260895      -0.016932333    6.224066       0.0071615274    2216.4802   -45755.344   -61159.57   
  1.658852     -1.0389969    15.838141    230.10535    -591.3559    -239.9921     167.59344    121.32308    190.3643     118.59058     87.07573      6.268163       0.005881554     6.2717423      0.011371528     2089.1982   -47588.78    -62241.54   
  1.6349868    -1.0248764    15.846812    204.30287    -591.31635   -244.0468     167.50089    121.25607    190.25916    118.52508     87.02763      6.251071       0.013445877     6.259067       0.025109671     2060.5327   -47713.977   -61701.54   
  1.6195626    -1.0635657    14.236444    182.97551    -561.6338    -217.55902    191.18546    138.40164    217.16173    135.28448     99.33331      6.2611737      -0.024696419    6.2531676      -0.013904251    2153.255    -45713.824   -62208.59   
  1.5560406    -1.0618286    12.178385    124.352844   -511.45538   -158.46306    233.6315     169.12889    265.3749     165.31969     121.3868      6.2330875      -0.03772761     6.222225       -0.014701435    2324.3894   -44726.074   -61539.76   
  1.6587975    -1.058904     14.113134    208.6399     -550.0401    -216.50455    193.31674    139.94452    219.58261    136.7926      100.44066     6.276426       -0.012229858    6.272119       -0.00853204     2205.3154   -45499.426   -61456.547  
  1.6720142    -1.0453795    17.19426     253.16872    -652.4227    -253.17656    151.92249    109.97867    172.56412    107.50167     78.93364      6.2768383      0.0027921428    6.278473       0.005086396     1967.3684   -48756.15    -63586.7    
  1.6007605    -1.0396053    13.5453825   153.69147    -533.48517   -204.68369    203.66237    147.43385    231.3339     144.11327     105.81589     6.241978       -0.007586448    6.2423596      0.009425853     2157.3184   -45961.31    -61102.99   
  1.6634425    -1.0430167    15.5553875   236.54887    -599.9229    -238.19336    171.43483    124.10391    194.72762    121.30878     89.07158      6.2719407      0.0031848308    6.274135       0.00739488      2213.7039   -46948.527   -61826.09   
  1.6176085    -0.96844417   12.815827    156.96558    -461.7011    -202.28317    217.75964    158.56516    248.18895    154.04831     113.6344      6.217638       0.059894077     6.246881       0.08101528      2432.7349   -45548.887   -56471.703  
  1.6845187    -1.0315634    15.77951     254.27473    -592.0967    -240.45602    168.50122    121.98023    191.3954     119.232925    87.54737      6.277113       0.017993493     0.0015869486   0.018923989     2208.8013   -47453.047   -61512.586  
  2.1563807    -0.8276894    63.5241      2410.3044    -350.4695    -427.73035    36.577076    27.208782    42.40171     25.905367     19.510489     0.23203082     0.26959312      0.3185033      0.15683706      1782.1222   -51311.12    -52041.637  
  1.5931475    -1.013236     12.368995    146.43483    -490.04822   -179.4425     229.10971    165.8555     260.23874    162.12003     119.03744     6.226247       0.013940336     6.2364774      0.035431404     2492.2268   -44909.203   -58487.92   
  1.4557786    -1.1226044    13.941861    48.424114    -615.2115    -200.08961    195.62668    142.44868    222.96315    138.39093     102.08466     6.226376       -0.113697745    6.185821       -0.081742615    1734.4359   -45766.04    -67482.04   
  1.89501      -0.93634737   35.325542    903.48724    -809.406     -381.71777    67.54722     49.673645    77.67558     47.811813     35.598206     0.075380884    0.14430547      0.12657934     0.10247285      1844.5283   -50397.16    -56704.613  
  1.7194356    -1.0225478    18.20059     301.38217    -625.02686   -270.90756    142.19466    102.93657    161.51459    100.61818     73.879395     0.0071803695   0.03322585      0.019807074    0.027627442     1898.5242   -48649.85    -61787.36   
  1.6666032    -1.060873     14.405337    222.02983    -549.99963   -218.58685    188.63612    136.55615    214.26604    133.48056     98.008766     6.2807155      -0.012445471    6.2759686      -0.0104360925   2191.3508   -45864.816   -61877.434  
  1.7154244    -1.0652117    24.87465     405.5952     -892.1342    -321.36053    99.84187     72.27683     113.40735    70.64898      51.874363     0.021075074    -0.007163006    0.016487408    -0.014954777    1672.6089   -49369.074   -63856.84   
  1.6635296    -1.0215331    17.83065     239.91406    -634.9768    -265.57217    145.70508    105.477806   165.50195    103.10218     75.703285     6.263115       0.022772301     6.2738304      0.028876308     1843.2633   -49190.297   -62679.91   
  1.6655383    -1.0256131    15.475298    225.42618    -585.80475   -239.66194    172.71367    125.02967    196.18019    122.21369     89.736015     6.2657485      0.019484999     6.2749386      0.024812894     2152.0886   -47238.773   -61092.367  
  1.711155     -1.0254731    18.506725    309.45853    -653.52374   -267.93518    139.50871    100.99217    158.4637     98.717575     72.48387      0.0042679985   0.028910775     0.01541797     0.024826976     1957.5337   -49642.875   -62965.727  
  1.596977     -1.0466852    14.58153     158.51521    -571.6012    -227.08128    185.8952     134.57196    211.1527     131.54106     96.58468      6.2435656      -0.014744354    6.240971       0.0022267904    2045.1288   -46250.89    -61829.457  
  1.8542515    -1.0574952    33.10348     802.78485    -1034.8995   -355.97266    73.420906    53.150352    83.39657     51.95327      38.14695      0.08289862     0.021401355     0.08457408     -0.013296409    1675.9824   -50286.82    -61722.79   
  1.6746138    -1.0480806    16.556889    244.88106    -633.791     -245.91673    159.19461    115.24306    180.82433    112.64749     82.71198      6.2791214      8.4900594E-4    6.279794       0.0023954837    1985.6108   -48282.54    -63308.684  
  1.6766618    -1.0679065    14.370114    222.47806    -568.09375   -214.5459     189.36632    137.08475    215.09544    133.99725     98.38815      0.004846387    -0.016890509    6.2809124      -0.017424384    2139.6455   -46143.68    -62532.594  
  1.6387621    -1.0614436    14.227407    191.05632    -564.4108    -218.4815     191.75786    138.81601    217.8119     135.68953     99.630714     6.2686357      -0.018683244    6.262405       -0.011354432    2132.2417   -45680.207   -61917.254  
  1.9860057    -0.98387134   23.759155    746.7429     -630.3522    -309.9421     105.101746   76.084526    119.38188    74.37091      54.607212     0.13582584     0.10714844      0.16700251     0.044579986     2194.6963   -49418.25    -58371.008  
  1.5950996    -1.0622406    13.736253    166.85318    -557.54034   -203.98314    200.48582    145.13431    227.72574    141.86551     104.16546     6.249979       -0.028947104    6.2412086      -0.013354366    2265.619    -45776.08    -62364.88   
  1.5928667    -1.1053152    13.705246    155.48048    -578.30066   -194.31172    200.21027    145.7863     228.18724    141.63345     104.47653     6.2691927      -0.06752497     6.243464       -0.056382634    2002.4893   -45749.973   -65212.543  
  1.6691825    -1.051956     15.636343    238.62617    -596.2919    -235.55173    170.70714    123.577126   193.90105    120.79385     88.69349      6.278225       -0.0037898268   6.277127       -0.0015040403   2115.2947   -47225.508   -62591.97   
  1.6787379    -1.0529529    15.718479    243.52539    -601.8017    -235.63626    169.63968    122.804375   192.68855    120.03851     88.13888      6.282958       -0.0027873479   6.281868       -0.002466916    2082.0796   -47407.77    -62764.21   
  1.8866525    -1.0048292    20.765976    542.98236    -629.5728    -290.6678     122.307655   88.54011     138.92555    86.54596      63.546806     0.08630619     0.076525606     0.109554805    0.035962436     2132.8071   -48970.805   -59850.742  
  1.5911725    -0.993357     12.251113    140.08028    -463.25128   -180.23087    231.52896    168.5915     263.88235    163.78905     120.8197      6.216005       0.031012421     6.2338634      0.055166762     2467.2424   -44919.125   -57341.793  
  1.6616447    -1.02993      17.1402      245.61548    -644.76416   -257.24548    152.89365    110.6817     173.66724    108.18887     79.43822      6.265697       0.014722538     6.2729964      0.020464016     2038.6068   -48572.777   -62595.637  
  1.6513778    -1.0251154    16.909878    237.0933     -625.8459    -254.31044    155.39574    112.493004   176.5093     109.95937     80.73822      6.2588615      0.016876636     6.2675815      0.025159        2060.7896   -48608.45    -62443.96   
  2.2453713    -0.5365728    104.805885   4400.703     2455.4248    -444.13998    21.091413    16.789062    25.863562    15.008779     12.091092     0.32545102     0.5562577       0.518539       0.38594222      1849.3186   -51795.547   -50022.258  
  1.5331197    -1.0396026    13.798576    107.68035    -554.89465   -211.50494    199.53754    144.44783    226.64862    141.1945      103.67277     6.212046       -0.024260098    6.20827        0.006009402     2086.602    -46194.027   -61754.18   
  1.7064736    -1.0255265    18.90484     313.81137    -669.56384   -271.4795     136.32104    98.684586    154.84293    96.46196      70.827675     0.0020378535   0.027946824     0.012988492    0.02482963      1957.6832   -49892.85    -63211.71   
  1.7212507    -1.0428599    19.408453    339.99753    -704.45856   -272.77325    132.24812    95.736145    150.21661    93.579926     68.711525     0.0155077465   0.01467479      0.020064944    0.0072957226    1939.263    -49979.508   -64081.125  
  1.5073838    -1.0557529    12.190922    84.35267     -509.2304    -167.7044     234.2364     169.56679    266.062      165.74773     121.70109     6.209491       -0.044743612    6.197799       -0.011779898    2163.5254   -44649.715   -61356.69   
  1.6796551    -1.0341067    18.64606     267.608      -661.07635   -273.59082    138.56886    100.311806   157.39615    98.05253      71.99556      6.2758384      0.01466854      6.28228        0.01638038      1805.4648   -49050.156   -63051.594  
  1.72915      -0.99769896   17.228956    307.66302    -600.65393   -261.92664    151.42116    110.259735   172.58044    107.118904    79.016716     0.0029334028   0.058248673     0.025881901    0.052270833     2173.4966   -48643.664   -60466.375  
  1.6280979    -1.0036963    12.328627    171.4327     -476.17752   -178.37163    230.85893    167.1218     262.22565    163.35779     119.94627     6.2385254      0.030896395     6.254497       0.046109084     2608.9395   -44844.805   -57680.78   
  1.7253169    -1.0290306    16.801167    308.787      -606.6925    -249.82803    156.7447     113.469536   178.04153    110.91392     81.439095     0.012391195    0.028307023     0.022629177    0.021042436     2192.5205   -48307.766   -61888.09   
  1.7016603    -1.0091338    13.498692    229.7872     -496.71475   -215.067      205.37714    148.67519    233.28163    145.32664     106.70682     6.2766404      0.04214354      0.010768584    0.04126734      2480.2178   -45018.58    -57787.89   
  1.6950676    -1.0452278    15.4423      245.86644    -572.9326    -232.99075    173.62471    125.68919    197.21503    122.85835     90.20936      0.004208319    0.0075193034    0.006852063    0.005224864     2044.8623   -47273.03    -62085.49   
  1.6933775    -1.0494612    16.319414    265.4706     -605.0909    -241.54175    162.38087    117.54964    184.4435     114.90212     84.367455     0.0050731534   0.003289858     0.0059631485   0.0010004154    2043.2522   -48020.16    -63021.42   
  1.6740243    -1.0383729    18.562729    267.40808    -667.4998    -270.25726    139.39166    100.90745    158.33075    98.63476      72.42306      6.274927       0.009609032     6.2794313      0.012100911     1838.9717   -49255.656   -63542.875  
  1.783145     -1.017326     19.429209    402.60834    -654.0393    -281.64722    132.2114     95.70955     150.1749     93.55393      68.692444     0.036750108    0.049539156     0.053416893    0.030840455     2067.2415   -48868.48    -61183.586  
  1.9158317    -0.9278681    22.057621    618.13586    -556.409     -311.46643    112.82235    82.96859     129.73949    79.85882      59.458748     0.08580737     0.15524499      0.14047293     0.108394824     2359.4885   -49186.332   -56295.02   
  2.0764782    -0.86336946   40.512966    1427.9142    -554.3997    -390.00397    58.729885    43.189453    67.53613     41.570656     30.951363     0.17831951     0.23253134      0.25537828     0.14325824      2040.0349   -50704.695   -53448.055  
  1.6724517    -1.0428352    15.667799    242.08871    -585.9586    -237.74033    170.67203    123.55171    193.86118    120.76901     88.675255     6.276007       0.005206846     6.278671       0.00763249      2138.2693   -47245.824   -62046.613  
  1.6167212    -0.9921993    12.03372     158.12292    -461.63116   -172.63629    237.56572    172.98726    270.76266    168.05959     123.96989     6.227881       0.03844906      6.247733       0.057270214     2620.3547   -44539.688   -56759.76   
  1.519149     -1.0724899    12.320321    95.04458     -518.8959    -166.97433    231.32866    167.46182    262.7592     163.69017     120.19032     6.223176       -0.05596445     6.205891       -0.027504385    2139.3196   -44729.543   -62478.785  
  1.6514088    -1.0582479    14.587252    205.41179    -563.7066    -223.12125    186.43394    134.96198    211.76465    131.92229     96.86459      6.272863       -0.013152409    6.268483       -0.007961285    2103.914    -46101.81    -62038.41   
  1.6676649    -1.0564682    14.845701    223.59525    -585.50665   -226.60721    182.42216    132.05779    207.20778    129.08351     94.78021      6.279385       -0.008214282    6.2764316      -0.0060248785   2169.7603   -46325.125   -62030.883  
  1.6547308    -1.0186231    17.995737    242.71556    -649.62714   -266.7635     144.65005    104.71406    164.30359    102.35564     75.155136     6.2577157      0.023502154     6.2691665      0.03169345      1920.8207   -49437.72    -62815.047  
  2.4034338    -0.66944057   76.56486     3848.941     1110.8885    -403.34174    30.0481      22.764738    35.298893    21.274189     16.32828      0.44355115     0.40265912      0.5575174      0.20388655      1967.3175   -51659.324   -49750.066  
  1.4750814    -1.0405213    12.438771    71.207954    -519.16974   -176.79636    228.5418     165.44438    259.59366    161.71815     118.74236     6.187665       -0.040688       6.179386       5.8644416E-4    2267.059    -45049.83    -60977.65   
  1.6638864    -1.0712885    13.97734     210.89104    -548.5675    -211.19186    196.74121    142.42354    223.47237    139.21579     102.219894    6.171957E-4    -0.022479476    6.2748084      -0.02086974     2175.1113   -45359.426   -62070.945  
  1.6492053    -1.0253712    18.04265     235.60435    -661.07654   -268.3249     144.24728    104.422485   163.8461     102.070625    74.94587      6.2579484      0.016167944     6.2664614      0.024872042     1893.4563   -49148.04    -62932.844  
  1.699486     -1.0724071    14.254991    240.56805    -563.95197   -211.20969    191.97865    138.97586    218.06271    135.84576     99.74543      0.016690329    -0.016721372    0.008661356    -0.021980409    2192.8342   -45939.215   -62473.52   
  1.7692103    -1.0461701    20.405008    402.8065     -696.3208    -286.71292    125.11743    90.57414     142.11708    88.53419      65.00667      0.039252937    0.019927382     0.043937895    0.002674996     1882.9263   -48895.0     -62699.492  
  1.7199777    -1.0670787    16.165874    288.4589     -632.12854   -236.49931    164.46419    119.05777    186.80986    116.37629     85.449875     0.02381056     -0.008085069    0.018630696    -0.016888719    2110.2974   -47692.887   -63578.22   
  1.5227383    -1.0780739    12.305399    100.35725    -530.7478    -163.23335    231.90765    167.88097    263.41684    164.09987     120.49115     6.227551       -0.059839822    6.2083607      -0.03279597     2191.6277   -44710.08    -62813.824  
  1.6063964    -1.051899     13.992395    157.82535    -555.95776   -217.90323    196.5887     142.31313    223.29912    139.10788     102.140656    6.250133       -0.017210718    6.246016       -0.0026466511   2071.0588   -45595.008   -61452.727  
  1.6783575    -1.0653442    15.182015    239.91687    -586.70996   -228.15659    177.5969     128.56471    201.72691    125.669106    92.27317      0.0045675994   -0.01421496     6.281721       -0.014858775    2122.4795   -46606.723   -62761.652  
  1.8200183    -1.0185671    26.209354    576.6174     -808.56696   -331.25757    94.67934     68.53961     107.54338    66.995926     49.192093     0.055615246    0.054174647     0.07255503     0.027604828     1807.0505   -49838.203   -61043.883  
  1.4832379    -1.070628     12.531722    75.244026    -541.7372    -172.06247    226.51875    163.97989    257.29578    160.28664     117.69127     6.2076325      -0.06359974     6.188613       -0.028352275    2155.6672   -45057.152   -62914.832  
  1.6795485    -1.0327511    16.093102    246.82388    -599.1287    -242.81503    165.43823    119.76289    187.91624    117.06553     85.95595      6.2752466      0.015889252     6.2822223      0.017735902     2083.8796   -47979.94    -62119.047  
  1.8001302    -0.9832682    20.868895    465.692      -641.5467    -299.93164    121.49333    88.46731     138.47057    85.94725      63.39936      0.034939926    0.08476338      0.06579327     0.06387363      2195.9375   -49001.074   -59361.13   
  1.6519455    -1.0532365    14.895351    221.65239    -575.338     -227.49057    181.89754    131.678      206.61186    128.71228     94.50763      6.270988       -0.008497351    6.268615       -0.0029446012   2230.9783   -46326.3     -61933.457  
  1.6469082    -1.0102764    13.8982315   194.64706    -518.48804   -219.00261    198.37553    143.60664    225.32874    140.37225     103.06903     6.250441       0.029320091     6.2648067      0.039924383     2328.8457   -45970.297   -59098.867  
  1.6514499    -0.98341185   13.376276    188.01938    -489.10678   -210.7706     207.4006     151.02205    236.38234    146.72008     108.2287      6.2412686      0.054693367     6.2665033      0.06684863      2413.9807   -45988.92    -57579.055  
  1.7623639    -1.0037856    17.577763    344.6259     -595.75836   -261.24365    148.93324    107.81472    169.16873    105.38646     77.38053      0.021888131    0.05876073      0.043464005    0.04520541      2142.1785   -48989.68    -60906.188  
  1.4528598    -1.0605199    11.61596     46.959347    -502.74365   -146.56485    250.60063    181.41307    284.64963    177.32718     130.20337     6.189756       -0.06343827     6.172293       -0.021130584    2120.5151   -43866.277   -61180.695  
  1.6602808    -1.0526795    15.744477    223.12828    -595.4544    -235.8966     170.02164    123.08088    193.1224     120.308784    88.337326     6.2745028      -0.006265046    6.272727       -0.002294358    1983.47     -47586.44    -63047.53   
  1.7552415    -1.0344994    18.101406    362.26236    -644.20605   -260.59427    143.90746    104.176476   163.4601     101.83016     74.7693       0.028699929    0.028578732     0.037696782    0.014807498     2141.3003   -49128.92    -62690.645  
  1.653389     -1.0468525    15.428939    213.2202     -591.27496   -236.28914    174.29984    126.177925   197.98187    123.336075    90.560135     6.268951       -0.0024046048   6.269169       0.003455726     2045.5391   -47005.887   -62185.438  
  1.7441385    -1.0342765    19.102339    354.52783    -673.9561    -270.4354     135.17725    97.85657     153.54372    95.65259      70.23339      0.02329201     0.026839998     0.032044694    0.0153620085    1958.7908   -49890.215   -63401.027  
